"Term","pathway","ES","NES","pval","padj","size","LeadingEdgeGenes"
"Regulation of Cell Cycle G1 s Phase Transition","GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION",0.309894165212712,1.07432466557397,0.321956769055745,0.560906494773273,164,"DPF3;KANK2;CCND2;APBB1;SMARCC2;SUSD2;CDKN2C;DACT1;BCL2;BCL7A;CDK2;MN1;KIF14;DPF2;SMARCA2;KLF4;TP53;DGKZ;AMBRA1;FAM83D;PAF1;CTDSP2;PLK3;EGFR;TMSB4X;BRD7;GPNMB;ARID2;RFWD3;CDC6;E2F7;AKT1;ARID1B;FBXO31;MEPCE;ARID1A;PKD1;E2F1;TRIM39;GLI1;CCNH;DDR2;STIL;SMARCC1;CTDSP1;CDK2AP2;CTDSPL;FBXO7;RB1;SMARCD1;APPL2"
"Regulation of Transferase Activity","GOBP_REGULATION_OF_TRANSFERASE_ACTIVITY",0.296579733475675,1.06859251395794,0.322340425531915,0.560906494773273,254,"DAPK1;WNT5A;PIM1;PRLR;UBE2C;IGF1;TRAF4;CENPE;PDGFB;NRG1;ERBB2;PIK3CA;LDB1;TSPYL2;HIPK3;UBE2S;ZFP36;CCNG1;FGFR1;KIF14;TRAF2;FGF18;CDC20;PKIA;CHTF18;UVRAG;GSK3A;FBXO5;SASH1;NPPA;MAD2L2;TLR3;ARRDC3;CDK5RAP3;SOCS5;MST1;POLG2;CCNT1;LDB2;GAS6;PRKAR1B;STRADA;PAQR3;PILRB;MAP3K10;USP44;FZR1;CDC6;ZGPAT;DIRAS3;XRCC1;RAP2B;CEACAM1;DIRAS1;MAPK8IP1"
"Sensory Perception of Bitter Taste","GOBP_SENSORY_PERCEPTION_OF_BITTER_TASTE",0.459582657026841,1.12910620424125,0.322338830584708,0.560906494773273,18,"AZGP1;TAS2R50;TAS2R20;TAS2R46;PIGR"
"Regulation of b Cell Receptor Signaling Pathway","GOBP_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.465979013332192,1.1318148801474,0.322822822822823,0.561028763357195,17,"FOXP1;FCGR2B;LPXN;CMTM3;CD22"
"Regulation of Release of Sequestered Calcium Ion into Cytosol","GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL",0.366420171966388,1.08681229941954,0.322875816993464,0.561028763357195,47,"CAMK2D;ANK2;CAPN3;TRPC1;GSTM2;APLNR;F2R;CHD7;TMEM38A;CACNA1C;PLCG1;PRKD1"
"Reticulophagy","GOBP_RETICULOPHAGY",-0.377767876467502,-1.09034651412413,0.323076923076923,0.56109988177415,20,"BNIP3;ULK3;UFM1;SNX7;TEX264;CCPG1"
"Photoperiodism","GOBP_PHOTOPERIODISM",0.436533815379832,1.11989962606278,0.323922734026746,0.562290058124723,22,"SIK1;CRTC1;TP53;RBM4B;PER3;CRY2;PER2;CLOCK;RBM4;PDE6B;PER1;MTA1"
"Negative Regulation of Leukocyte Apoptotic Process","GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS",0.376144149028243,1.08125267162658,0.324396782841823,0.56283404175082,40,"MERTK;ARG2;FOXP1;AXL;PRKCQ;IRF7;GAS6"
"Epithelial Cell Apoptotic Process","GOBP_EPITHELIAL_CELL_APOPTOTIC_PROCESS",0.369022772078351,1.08630970110074,0.325,0.562934574885565,45,"SFRP4;KRT18;ZFP36;DNMT3A;KRT8;MDK;BOK;TCF7L2"
"Forebrain Cell Migration","GOBP_FOREBRAIN_CELL_MIGRATION",0.368928685947057,1.08261095277372,0.325032765399738,0.562934574885565,44,"SYNE2;DAB2IP;SRGAP2;AXL;FOXG1;MDGA1;EGFR;CNTN2;TYRO3;SRF;SUN1"
"Regulation of Rho Protein Signal Transduction","GOBP_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION",0.344677476904936,1.09031093065388,0.324937027707809,0.562934574885565,78,"MCF2L;KANK1;NRP1;KANK2;ERBB2;EPS8;ITGA3;ARHGEF2;PLXNB1;ARHGEF18;TNFAIP1;DOCK6;SCAI;FERMT2;F2R"
"Response to Axon Injury","GOBP_RESPONSE_TO_AXON_INJURY",0.358442752101418,1.08077990088781,0.325097529258778,0.562934574885565,54,"NDP;MATN2;JUN;PTPRS;BCL2;CDK1;NEO1;KLF4;MAG;CSPG5"
"Aminoglycan Metabolic Process","GOBP_AMINOGLYCAN_METABOLIC_PROCESS",-0.304848179273193,-1.08068805680552,0.325892857142857,0.563722864751547,55,"TNFAIP6;HEXB;GNS;LYVE1;ITIH5;TGDS;CLTC;HAS2;HYAL3;FGF2;UXS1"
"Positive Regulation of Phosphorus Metabolic Process","GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS",0.298547819901217,1.06710299981346,0.326133909287257,0.563722864751547,239,"WNT5A;LIMCH1;HES1;PIM1;PRLR;IGF1;TRAF4;FAM20A;NRP1;CENPE;PDGFB;NRG1;ERBB2;INSR;CLIP3;ANG;PIK3CA;CTF1;GRB10;CHP2;ARHGEF2;WNK3;CSPG4;IL10;FGFR1;KIF14;TRAF2;FGF18;THBS1;ZBTB20;C3;TRIM6;CREBL2;SASH1;EGFR;MAD2L2;TLR3;TMSB4X;GAS6;PRKAR1B;STRADA;PROM2;PILRB;MAP3K10;IL18;DHX34"
"Regulation of Non Canonical Nf Kappab Signal Transduction","GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION",0.343730647609989,1.08731584568629,0.326196473551637,0.563722864751547,78,"TNFSF11;C1QTNF4;NR3C2;DAB2IP;RTKN2;TRIM26;IFI35;PPM1B;TRIM6;NLRC3;SASH1;AGER;TRIP6;C1QTNF3;IL18;LGALS9;RELA;BCL3;RBCK1;GREM1;AKIP1"
"Somitogenesis","GOBP_SOMITOGENESIS",0.384710134196787,1.08448412033128,0.326086956521739,0.563722864751547,36,"WNT5A;SEMA3C;NKD1;MED12"
"Xenobiotic Metabolic Process","GOBP_XENOBIOTIC_METABOLIC_PROCESS",-0.283499532419472,-1.06018742849664,0.326829268292683,0.564537932361572,75,"AOX1;CRYZ;CYB5B;NQO1;NCEH1;BPHL;RORA;ACSL1;AOC2;VKORC1;TPMT;ABHD10;GSTP1;AKR1C1;CYP2R1;CBR1"
"Blood Vessel Endothelial Cell Migration","GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",0.326973576859956,1.07916250041106,0.3274231678487,0.565285045329717,100,"ID1;JUP;AKT3;NR4A1;NRP1;PDGFB;EGR3;HDAC5;HMOX1;FGFR1;FGF18;THBS1;KLF4;PRKD2;PLK2;EPHB4;TMSB4X;SRF;MMRN2;AKT2;AKT1;AMOT;GAB1;PTGS2;SIRT1;EFNA1;PLCG1;PRKD1;KDR;GREM1"
