id,Unnamed: 1,C1,C2,C3,C4,C5,P1,P2,P3,P4,P5
377007,KLHL30,1.09,0.4,0.37,0.66,0.95,0.43,0.62,1.02,0.6,0.42
377047,PRSS45,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
3772,KCNJ15,1.74,48.95,4.2,5.73,13.03,3.59,4.24,17.41,4.16,5.33
3773,KCNJ16,0.25,0.8,0.33,0.09,1.29,0.83,1.79,0.52,1.65,0.84
3775,KCNK1,8.97,1.6,17.08,10.9,10.44,4.72,2.16,5.89,3.2,2.61
3776,KCNK2,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0
377630,USP17L2,0.0,0.0,0.12,0.0,0.03,0.3,0.06,0.06,0.14,0.0
377677,CA13,7.18,2.81,7.65,5.02,10.67,8.38,8.3,9.95,7.56,3.39
3777,KCNK3,47.43,21.26,38.52,16.37,52.83,61.84,36.78,43.28,23.68,15.65
3778,KCNMA1,123.03,101.54,28.17,90.27,145.04,104.91,194.28,113.1,112.22,111.43
377841,ENTPD8,0.04,0.05,0.25,0.06,0.04,0.0,0.0,0.12,0.0,0.0
3779,KCNMB1,0.04,0.75,0.04,0.0,0.28,0.13,0.08,0.12,0.05,0.44
378,ARF4,177.7,203.22,197.61,242.83,280.97,190.28,197.8,243.71,236.92,212.91
3780,KCNN1,3.82,3.37,0.62,1.94,2.23,2.03,2.24,2.2,2.32,4.67
3781,KCNN2,0.18,0.51,0.08,0.53,0.26,0.45,0.31,0.86,0.58,0.68
378108,TRIM74,0.39,0.16,0.25,0.0,0.04,0.15,0.4,0.1,0.41,0.0
3782,KCNN3,1.5,1.1,1.03,0.99,1.5,1.69,1.85,2.38,1.56,1.3
3783,KCNN4,0.25,0.32,1.07,0.5,0.92,0.85,0.82,0.89,0.27,0.48
3784,KCNQ1,18.67,7.38,5.4,4.64,11.2,20.34,18.39,10.66,18.02,13.49
3785,KCNQ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0
3786,KCNQ3,0.0,0.0,0.04,0.0,0.11,0.19,0.0,0.11,0.0,0.0
3787,KCNS1,12.0,5.59,10.37,4.0,9.84,7.14,2.95,6.42,3.05,3.49
378706,RN7SL2,20670.56,30165.42,34888.4,23114.21,20967.55,26418.25,18583.67,21358.58,25215.42,41533.68
378708,APITD1,0.72,0.51,0.54,0.23,0.43,0.08,0.31,0.47,0.43,0.68
3788,KCNS2,3.8,1.82,1.67,1.36,1.5,2.41,2.84,2.46,2.05,1.68
378805,FLJ43663,310.63,222.5,231.7,245.98,304.46,225.36,303.42,361.63,291.93,253.24
378807,CATSPER4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
378825,NCRNA00162,0.18,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0
378832,NCRNA00175,5.98,0.53,0.72,1.17,1.14,2.14,2.67,2.46,0.87,0.4
378884,NHLRC1,0.47,1.93,1.32,0.91,1.25,0.71,0.94,0.78,0.46,0.68
378925,RNF148,0.86,1.63,0.82,1.19,0.97,0.71,0.79,1.19,0.87,1.74
378938,MALAT1,24668.05,18680.4,23865.76,20790.16,22430.07,27293.79,44124.06,26182.91,20708.3,7628.65
379,ARL4D,2.69,2.46,2.27,2.46,2.25,3.83,2.51,2.24,2.47,4.21
3790,KCNS3,4.68,6.04,1.94,1.66,5.64,1.43,3.55,5.88,1.98,7.66
379013,RNF138P1,9.4,4.68,6.37,6.32,10.19,3.74,6.48,8.97,6.88,4.61
379025,FLJ31306,28.3,26.34,31.3,28.93,31.46,38.06,50.85,32.94,27.59,22.23
3791,KDR,0.11,2.3,1.65,0.77,0.38,0.83,2.64,4.43,0.38,1.04
3792,KEL,0.0,0.51,0.04,0.23,0.17,0.3,0.08,0.56,0.31,0.0
3795,KHK,0.66,0.43,0.25,0.2,0.61,0.0,0.06,0.27,0.87,0.98
3796,KIF2A,45.59,59.19,50.28,63.31,55.43,55.13,60.2,59.92,63.19,37.14
3797,KIF3C,14.35,12.11,9.21,8.79,8.07,17.41,12.84,15.04,21.0,15.27
3798,KIF5A,0.07,0.0,0.0,0.06,0.1,0.0,0.09,0.07,0.33,0.0
3799,KIF5B,259.94,256.13,284.43,275.22,288.73,254.31,299.73,276.75,268.63,173.7
38,ACAT1,47.9,53.55,68.77,59.95,50.2,61.17,47.67,50.73,56.68,57.15
3800,KIF5C,6.05,1.55,7.34,8.06,4.87,7.35,8.07,9.02,7.97,3.93
3801,KIFC3,3.78,3.18,7.5,3.91,4.48,6.05,5.38,7.09,2.59,2.26
3802,KIR2DL1,0.0,0.0,0.0,0.16,0.24,0.0,0.0,0.05,0.0,0.0
3803,KIR2DL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
3804,KIR2DL3,0.0,0.11,0.19,0.3,0.09,0.08,0.09,0.25,0.03,0.0
3805,KIR2DL4,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
3806,KIR2DS1,0.0,0.27,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
3808,KIR2DS3,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
3809,KIR2DS4,0.11,0.11,0.12,0.26,0.06,0.0,0.0,0.26,0.0,0.0
381,ARF5,69.16,48.55,62.3,56.41,77.92,88.99,51.16,88.08,74.63,91.68
3811,KIR3DL1,0.0,0.11,0.0,0.2,0.06,0.0,0.0,0.02,0.0,0.04
3812,KIR3DL2,0.0,0.59,0.08,0.86,0.12,0.0,0.15,0.19,0.0,0.28
3813,KIR3DS1,0.0,0.64,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3814,KISS1,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
3815,KIT,14.42,4.12,2.76,4.13,3.65,2.8,3.07,5.39,4.06,4.59
3816,KLK1,0.21,0.29,0.37,0.0,0.38,0.49,0.51,0.46,0.0,0.0
3817,KLK2,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0
3818,KLKB1,0.0,0.32,0.12,0.17,0.09,0.38,0.6,0.19,0.05,0.0
382,ARF6,87.92,97.19,121.57,97.25,109.38,119.74,125.4,114.35,109.1,77.95
3820,KLRB1,0.43,2.11,0.43,4.66,1.73,0.75,1.5,2.56,0.47,1.34
3821,KLRC1,0.0,0.16,0.0,0.31,0.04,0.0,0.15,0.2,0.33,0.0
3822,KLRC2,0.0,0.67,0.0,0.96,0.17,0.02,0.03,0.29,0.11,0.08
3823,KLRC3,0.0,0.27,0.19,0.69,0.47,0.0,0.2,0.57,0.16,0.48
3824,KLRD1,18.52,16.71,12.67,16.89,19.51,15.64,27.01,28.73,12.89,8.7
3827,KNG1,0.29,0.16,0.0,0.0,0.02,0.71,0.0,0.07,0.0,0.4
383,ARG1,0.73,1.07,0.29,0.57,0.5,1.15,0.29,0.4,0.39,0.34
3831,KLC1,98.97,66.65,106.07,81.49,78.74,93.31,105.82,108.15,102.84,61.74
3832,KIF11,1.79,3.4,3.54,2.69,2.69,4.08,4.24,4.98,4.77,5.49
3833,KIFC1,1.47,0.43,1.11,1.21,1.39,2.93,1.97,3.68,2.17,4.47
3834,KIF25,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.05,0.0,0.0
3835,KIF22,4.37,4.92,4.08,4.62,5.14,6.64,3.61,6.45,4.48,10.34
3836,KPNA1,71.31,72.94,85.48,80.61,105.8,62.8,81.47,86.37,77.34,49.93
3837,KPNB1,388.98,364.02,285.81,383.65,342.93,300.7,335.59,356.52,356.06,302.37
3838,KPNA2,43.08,26.04,43.57,40.96,49.12,39.15,41.41,43.51,54.14,42.55
3839,KPNA3,30.65,29.46,42.37,42.74,34.04,34.76,33.65,36.99,36.31,22.13
384,ARG2,13.58,11.04,18.14,14.89,18.28,18.76,16.79,21.81,26.64,25.08
3840,KPNA4,205.61,138.52,205.28,185.02,238.16,187.86,190.58,215.66,231.9,128.36
3841,KPNA5,9.62,15.05,15.52,15.27,13.63,10.47,10.32,11.47,16.54,15.13
3842,TNPO1,175.14,219.45,246.86,271.56,287.13,202.78,219.68,226.36,268.83,167.77
3843,IPO5,232.6,218.33,295.19,214.47,410.91,278.56,286.23,382.22,321.07,200.94
3845,KRAS,53.04,44.81,41.63,54.34,58.59,63.06,71.43,66.64,70.21,30.41
3846,KRTAP5-9,0.0,0.0,0.04,0.0,0.0,0.19,0.06,0.15,0.0,0.24
3848,KRT1,0.0,0.37,0.04,0.03,0.0,0.0,0.0,0.17,0.0,0.0
3849,KRT2,0.0,0.0,0.0,0.0,0.13,0.26,0.0,0.1,0.0,0.0
3850,KRT3,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.0
3851,KRT4,0.21,0.0,0.0,0.2,0.02,1.02,0.0,0.06,0.0,0.04
3852,KRT5,0.0,0.0,0.04,0.0,0.11,0.45,0.68,0.17,0.0,0.16
3853,KRT6A,0.0,0.0,0.0,0.0,0.09,0.08,0.0,0.07,0.11,0.0
3854,KRT6B,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.09,0.0,0.0
3855,KRT7,0.0,0.0,0.08,0.0,0.11,0.0,3.09,0.26,0.03,0.4
3856,KRT8,69.23,30.51,56.92,36.61,57.81,88.46,47.81,56.32,106.66,93.97
3857,KRT9,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.05,0.0,0.0
3858,KRT10,2.85,3.66,6.7,3.1,2.56,3.25,3.05,3.16,4.3,2.63
3859,KRT12,0.57,0.11,0.23,0.06,0.06,0.51,0.39,0.45,0.38,0.0
3860,KRT13,0.04,0.0,0.0,0.11,0.11,0.26,0.15,0.1,0.05,0.44
3861,KRT14,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386593,CHKB-CPT1B,1.93,1.6,0.91,1.34,0.94,0.45,2.35,1.07,0.92,1.0
386597,LOC386597,13.69,10.16,8.86,6.44,19.09,14.34,13.61,17.18,9.86,7.78
3866,KRT15,0.0,0.0,0.0,0.0,0.02,0.0,0.12,0.02,0.0,0.0
386607,ZFP91-CNTF,2.22,2.46,3.26,1.89,0.9,1.62,3.46,1.76,1.46,1.76
386617,KCTD8,6.31,3.88,3.81,2.37,3.21,6.11,4.66,5.23,7.44,7.88
386618,KCTD4,4.16,1.15,3.5,2.07,4.74,1.33,1.93,3.44,2.91,1.62
386627,FLJ38109,2.7,3.96,1.75,2.96,2.2,3.27,5.45,3.94,1.71,2.69
386653,IL31,0.11,0.0,0.16,0.07,0.12,0.19,0.45,0.05,0.08,0.0
386672,KRTAP10-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.16
386674,KRTAP10-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
386675,KRTAP10-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
386676,KRTAP10-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
386677,KRTAP10-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0
386678,KRTAP10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
386680,KRTAP10-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
386681,KRTAP10-8,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
386682,KRTAP10-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
386685,KRTAP10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
386724,AMIGO3,6.48,3.34,2.14,2.99,4.95,8.18,4.29,5.35,3.55,3.33
386757,SLC6A10P,2.9,0.53,0.87,1.54,1.25,0.96,2.13,1.24,0.34,0.72
386758,LOC386758,0.18,0.45,0.33,0.26,0.13,0.0,0.48,0.24,0.19,0.32
3868,KRT16,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.0
387,RHOA,452.29,422.97,393.82,555.81,468.8,351.98,310.26,430.56,419.98,421.31
387032,ZKSCAN4,2.92,2.73,1.59,1.94,2.31,2.14,2.21,2.66,1.79,1.36
387036,GUSBP2,1.38,0.48,0.8,0.46,1.12,0.88,1.16,1.18,0.89,0.92
387065,HMGA1P7,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
387066,SNHG5,6.07,2.7,9.56,4.43,4.02,4.32,5.04,2.57,2.37,2.41
387082,SUMO4,2.1,0.83,1.65,1.81,3.19,1.02,1.64,2.43,2.13,0.4
387097,C6orf147,0.29,0.0,0.27,0.09,0.04,0.23,0.59,0.1,0.43,0.42
387103,CENPW,0.9,0.37,1.94,1.46,0.6,1.28,0.35,1.03,1.07,0.88
387104,C6orf174,13.18,6.9,19.27,8.69,13.2,16.22,10.51,15.37,17.74,9.84
387111,NCRNA00222,0.09,0.0,0.08,0.0,0.15,0.34,0.56,0.3,0.38,0.0
387119,C6orf204,22.57,34.84,26.42,31.82,28.47,36.5,37.15,36.21,47.37,29.91
387129,NPSR1,0.0,0.11,0.1,0.07,0.05,0.08,0.0,0.21,0.0,0.2
3872,KRT17,0.0,0.0,0.0,0.03,0.09,0.08,0.86,0.32,0.0,0.28
387254,SLC7A5P2,44.51,26.84,33.86,26.2,38.59,33.87,33.42,42.11,35.93,27.3
387263,C6orf120,32.76,41.39,33.92,37.31,46.05,39.78,47.5,53.7,55.61,48.43
387264,KRTAP5-1,0.11,0.0,0.0,0.0,0.0,0.04,0.37,0.05,0.08,0.0
387267,KRTAP5-4,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0
387273,KRTAP5-10,0.0,0.0,0.0,0.03,0.02,0.0,0.0,0.06,0.0,0.0
387332,TBPL2,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.06,0.0,0.0
387338,NSUN4,32.92,38.77,34.35,42.25,41.72,30.24,36.12,37.5,30.4,31.41
387357,THEMIS,0.72,5.27,0.37,1.71,1.46,1.02,1.42,2.4,1.29,1.58
387496,RASL11A,14.92,12.46,10.37,11.89,19.01,20.24,9.04,13.4,15.03,23.91
3875,KRT18,25.96,12.57,19.68,9.73,14.72,31.79,33.0,17.25,37.95,24.31
387509,GPR153,2.88,2.01,0.82,1.8,1.71,1.17,1.16,2.83,3.01,2.77
387521,TMEM189,23.38,14.95,14.69,18.72,21.62,13.99,19.35,23.74,20.2,15.73
387522,TMEM189-UBE2V1,2.69,2.41,1.81,3.46,2.03,1.77,3.89,1.93,2.85,1.8
387590,psiTPTE22,3.56,0.45,0.82,1.67,1.74,2.46,1.53,2.58,1.65,1.0
387597,ILDR2,4.33,1.74,3.67,3.71,3.66,8.2,4.13,5.66,4.93,4.13
387601,SLC22A25,0.0,0.0,0.0,0.0,0.02,0.0,0.05,0.06,0.03,0.1
387628,KGFLP1,0.43,0.43,0.7,0.43,0.57,0.98,0.15,0.63,1.37,0.44
387638,C10orf113,0.29,0.0,0.04,0.0,0.32,0.0,0.12,0.19,0.15,0.0
387640,C10orf140,1.2,1.39,1.01,1.16,0.99,2.54,0.94,1.3,1.6,0.72
387644,NCRNA00202,0.47,0.48,0.25,0.29,0.28,0.04,0.69,0.56,0.0,0.0
387646,LOC387646,0.7,1.74,0.66,0.96,1.42,1.35,1.48,1.73,2.47,1.32
387647,LOC387647,29.68,21.82,37.57,21.95,24.78,27.65,22.19,28.33,31.35,27.9
387680,FAM21A,17.48,16.04,14.71,11.29,18.85,13.97,17.48,24.42,17.13,13.75
387694,SH2D4B,0.36,0.0,0.12,0.14,0.05,0.0,0.22,0.31,0.43,0.0
387695,C10orf99,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.0,0.0
387700,SLC16A12,1.06,0.67,1.9,1.69,1.26,1.33,0.8,1.83,0.56,0.2
387707,CC2D2B,0.21,0.91,0.16,0.4,0.46,1.02,0.22,0.62,0.62,0.14
387712,ENO4,0.86,0.91,1.34,0.64,0.87,1.17,0.83,0.47,0.27,0.04
387715,ARMS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
387718,C10orf122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
387723,LOC387723,1.99,1.26,1.09,0.86,1.07,1.69,1.74,1.61,1.34,0.92
387733,IFITM5,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.05,0.0,0.0
387742,FAM99A,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
387748,OR56B1,0.0,0.0,0.0,0.06,0.02,0.0,0.0,0.19,0.0,0.0
387751,GVINP1,1.34,19.06,2.25,7.12,7.4,3.7,4.09,9.94,2.91,2.31
387755,INSC,0.11,0.21,0.87,0.23,0.46,1.09,0.22,0.37,0.08,0.24
387758,FIBIN,0.82,0.16,0.41,0.43,0.52,3.23,1.45,2.58,6.03,3.33
387763,C11orf96,404.39,232.45,134.47,262.56,177.33,335.04,236.73,256.49,335.55,575.57
387775,SLC22A10,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.1,0.08,0.08
387778,SPDYC,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.02,0.0,0.0
387787,LIPT2,1.0,0.7,0.54,0.33,0.51,0.19,0.15,0.63,0.3,1.2
387804,VSTM5,0.38,0.0,0.04,0.17,0.05,0.0,0.03,0.12,0.2,0.08
387836,CLEC2A,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
387837,CLEC12B,0.07,0.83,0.12,0.0,0.25,0.15,0.34,0.16,0.56,0.0
387841,RPL13AP20,0.07,0.35,0.08,0.37,0.19,0.0,0.22,0.07,0.03,0.08
387849,REP15,1.11,0.48,0.45,0.2,0.56,2.63,1.25,1.17,1.23,1.44
387856,C12orf68,5.7,3.24,4.86,2.54,4.22,16.09,8.12,5.2,8.73,8.78
387882,C12orf75,10.12,12.08,25.82,13.13,18.0,26.65,13.22,12.96,17.79,16.66
387885,CCDC42B,0.02,0.59,0.16,0.03,0.18,0.15,0.42,0.09,0.16,0.0
387890,TMEM233,0.64,0.05,0.93,0.0,0.53,1.95,0.6,0.55,1.59,0.0
387893,SETD8,36.17,25.43,18.65,30.31,34.24,25.15,26.94,33.86,30.99,24.75
387895,LOC387895,0.0,0.0,0.0,0.0,0.07,0.0,0.03,0.11,0.0,0.0
387911,C1QTNF9B,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0
387914,SHISA2,6.13,4.3,3.01,6.56,9.13,3.03,4.74,8.94,13.24,16.22
387921,NHLRC3,11.02,21.15,15.19,13.36,17.75,11.39,14.49,14.78,11.67,15.33
387923,SERP2,0.57,0.88,0.82,1.23,1.09,0.66,0.85,1.19,1.25,1.42
387978,C14orf23,0.72,0.27,0.21,0.5,0.57,1.18,0.29,0.81,0.08,0.44
387990,TOMM20L,0.48,0.11,0.1,0.59,0.29,0.38,0.48,0.4,0.12,0.2
388,RHOB,1233.16,823.8,654.67,1098.13,1247.38,1452.92,945.29,1327.24,1579.73,2260.24
3880,KRT19,0.0,0.8,1.15,0.51,0.3,0.64,9.06,0.5,0.62,1.28
388007,SERPINA13,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.01,0.0,0.0
388011,C14orf64,0.0,0.08,0.04,0.19,0.16,0.15,0.15,0.14,0.0,0.0
388015,RTL1,11.21,0.8,8.9,0.96,2.29,1.5,2.16,6.65,2.49,4.19
388021,TMEM179,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
3881,KRT31,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0
388115,C15orf52,0.18,0.0,0.16,0.07,0.21,0.15,0.25,0.53,0.19,0.0
388121,TNFAIP8L3,6.4,3.98,4.18,6.03,5.17,4.85,3.81,3.7,4.08,4.27
388125,C2CD4B,0.0,0.75,0.04,0.03,0.17,0.0,0.34,1.07,0.0,0.16
388135,C15orf59,0.32,0.05,0.08,0.0,0.28,0.19,0.43,0.55,0.6,0.84
388152,LOC388152,4.62,4.41,1.75,3.2,2.87,3.52,4.55,5.83,5.74,3.33
388165,UBE2Q2P1,30.18,17.46,18.94,17.12,19.74,14.19,24.21,35.12,21.46,13.75
388182,FLJ42289,0.0,0.16,0.08,0.06,0.13,0.3,0.0,0.14,0.0,0.0
388199,PRR25,0.04,0.0,0.06,0.0,0.04,0.0,0.22,0.06,0.0,0.0
3882,KRT32,0.0,0.13,0.0,0.14,0.0,0.0,0.0,0.06,0.0,0.0
388228,SBK1,0.84,1.74,0.64,0.94,1.42,3.03,1.74,3.54,5.69,2.79
388272,C16orf87,4.69,5.78,6.68,5.6,4.4,5.04,5.8,4.14,6.46,4.39
388284,C16orf86,1.65,0.75,0.72,0.41,0.64,1.07,0.74,1.29,0.77,1.26
3883,KRT33A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
388323,GLTPD2,0.63,1.04,0.21,0.21,1.04,0.6,0.46,1.23,0.77,0.54
388324,INCA1,2.01,1.12,0.66,0.76,1.49,1.62,1.65,1.74,1.3,0.24
388325,C17orf87,2.11,4.97,0.52,1.6,3.22,1.13,2.61,4.76,1.6,1.32
388327,C17orf100,1.5,1.9,0.78,1.26,1.4,1.94,1.42,1.38,2.43,0.72
388333,SPDYE4,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
388335,TMEM220,2.44,4.25,3.85,2.33,2.94,3.59,4.04,3.01,2.03,4.39
388336,SHISA6,10.66,2.75,2.33,2.26,0.69,5.83,2.89,3.66,5.05,5.19
388341,C17orf76,8.97,8.64,6.7,7.07,8.47,11.13,10.03,9.04,6.08,7.12
388364,TMIGD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
388372,CCL4L2,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0
388381,C17orf98,0.14,0.0,0.0,0.0,0.04,0.0,0.06,0.05,0.0,0.0
388387,LOC388387,0.14,0.27,0.19,0.0,0.14,0.0,0.51,0.14,0.01,0.36
388389,CCDC103,0.54,0.7,0.56,1.2,0.65,1.02,0.4,1.18,0.08,1.22
388394,RPRML,0.0,0.11,0.08,0.0,0.02,0.11,0.05,0.0,0.0,0.0
388403,YPEL2,51.11,45.4,26.73,35.92,42.89,36.75,31.47,46.9,58.13,64.84
388407,C17orf82,0.25,0.0,0.25,0.03,0.06,0.23,0.06,0.19,0.0,0.16
388419,BTBD17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
388428,AATK-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.0
388468,POTEC,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.07,0.0,0.0
388499,LOC388499,0.29,0.53,0.0,0.29,0.16,0.0,0.19,0.07,0.35,0.0
3885,KRT34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
388503,C3P1,0.13,0.0,0.0,0.0,0.0,0.09,0.0,0.01,0.0,0.2
388507,ZNF788,6.54,7.43,6.18,4.92,5.42,5.47,6.34,7.29,4.0,4.87
388512,CLEC17A,0.25,0.61,0.16,0.44,0.74,0.0,0.22,0.78,0.14,0.72
388514,CYP4F24P,2.47,1.74,0.7,1.83,1.47,4.02,2.89,4.99,4.34,3.47
388523,ZNF728,0.18,0.43,0.49,0.14,0.37,1.35,0.82,0.6,0.41,0.24
388524,RPSAP58,1.79,0.32,0.58,0.44,0.87,3.2,0.46,1.73,0.88,0.16
388531,RGS9BP,13.7,11.34,3.94,15.76,13.91,6.9,4.34,15.59,12.83,17.58
388533,KRTDAP,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
388536,ZNF790,2.79,5.88,5.15,5.4,5.9,5.68,7.3,6.7,6.35,3.31
388550,CEACAM22P,5.54,3.1,3.65,3.6,6.91,4.98,4.98,9.68,3.25,1.9
388551,CEACAM16,0.0,0.11,0.21,0.06,0.04,0.0,0.05,0.04,0.01,0.08
388552,BLOC1S3,11.66,5.48,6.22,7.3,14.32,9.17,8.89,12.42,8.31,6.35
388553,LOC388553,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0
388555,IGFL3,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
388558,ZNF808,18.16,19.65,21.58,18.05,24.37,24.77,26.86,24.98,27.86,14.93
388561,ZNF761,10.62,13.15,12.55,13.85,16.63,19.74,23.64,18.92,15.76,8.36
388564,LOC388564,0.18,0.11,0.0,0.0,0.03,0.0,0.03,0.12,0.27,0.0
388566,ZNF470,13.43,17.57,16.2,15.63,13.57,17.33,18.81,13.96,13.78,5.91
388567,ZNF749,9.12,7.03,8.02,7.72,10.01,11.09,12.1,11.14,10.31,5.89
388569,ZNF324B,2.69,2.54,2.04,2.14,2.46,2.73,2.04,2.94,2.63,2.0
388574,FLJ43681,5.05,1.79,2.27,1.83,3.84,2.93,2.62,5.12,2.34,1.88
388581,FAM132A,0.2,0.11,0.04,0.03,0.06,0.02,0.08,0.19,0.08,0.0
388585,HES5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
388588,LOC388588,8.69,5.11,2.21,2.01,6.92,3.59,3.26,2.38,1.94,5.77
388591,RNF207,4.98,2.67,2.08,2.4,3.89,3.72,3.98,5.78,3.43,2.16
388595,TMEM82,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.0
388610,TRNP1,0.34,0.27,0.08,0.29,0.45,0.98,0.28,0.56,0.15,0.44
388611,CD164L2,0.0,0.11,0.04,0.0,0.06,0.08,0.63,0.04,0.08,0.0
388630,LOC388630,0.5,0.21,0.6,0.14,0.51,0.11,0.12,1.5,0.62,0.36
388633,LDLRAD1,0.11,0.0,0.16,0.0,0.0,0.15,0.23,0.0,0.15,0.0
388646,GBP7,0.11,0.0,0.02,0.09,0.11,0.08,0.05,0.14,0.08,0.0
388649,C1orf146,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0
388650,FAM69A,5.97,8.77,7.3,8.52,7.84,9.14,9.01,7.13,7.06,5.31
388662,SLC6A17,0.32,0.27,0.45,0.83,1.05,1.73,0.42,1.16,1.03,0.36
388677,NOTCH2NL,194.02,116.86,155.78,152.15,154.04,132.45,141.41,218.0,173.0,70.84
388692,LOC388692,17.14,17.73,10.78,14.59,14.22,17.24,12.02,22.53,14.5,7.94
388695,LYSMD1,12.34,13.48,12.45,12.77,11.31,21.97,13.58,20.05,13.86,17.34
388697,HRNR,12.47,16.63,7.5,10.27,6.36,10.34,32.88,7.68,6.27,3.03
388698,FLG2,0.77,1.74,0.7,0.43,1.37,1.73,2.31,2.31,1.23,0.32
3887,KRT81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
388701,C1orf189,0.23,0.32,0.04,0.09,0.1,0.0,0.22,0.02,0.0,0.02
388714,FMO6P,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.14,0.0,0.0
388719,NCRNA00272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
388722,C1orf53,1.18,1.02,2.14,2.11,2.29,1.5,0.93,2.32,0.88,1.5
388730,TMEM81,1.67,0.99,3.5,1.0,0.79,2.63,2.59,1.63,1.57,1.58
388743,CAPN8,0.14,0.0,0.0,0.17,0.09,0.15,0.74,0.12,0.3,0.0
388753,C1orf31,14.19,9.06,15.46,8.96,7.82,7.82,5.42,7.06,8.96,11.06
388759,C1orf229,12.36,7.35,5.67,5.23,9.63,9.25,7.47,12.61,5.73,3.09
